Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9
839,250,151,233,569,856,760,446,398,747
457,209,199,811,334,236,713,447,892,281
489,809,381,385,939,239,883,72,964,884
885,596,300,327,376,971,789,173,575,156
28,350,676,473,442,951,734,626,103,211
915,924,893,359,286,871,35,818,715,30
885,74,638,118,674,516,733,655,943,968
576,826,829,25,243,747,692,907,737,386
884,826,214,263,718,540,839,261,171,516
885,454,726,532,383,851,705,875,751,661
671,998,959,993,492,761,730,236,907,380
575,511,644,937,651,821,937,793,55,368
610,190,437,548,864,994,812,125,460,575
655,371,310,931,361,991,881,34,998,332
912,146,399,805,696,280,975,532,151,501
952,747,782,145,284,895,98,129,986,952
875,348,262,13,635,429,376,610,461,70
453,247,373,837,760,791,897,363,208,126
160,658,456,123,714,959,914,109,369,22
309,179,415,468,983,880,586,867,337,395
937,959,470,125,260,970,692,725,68,565
79,91,293,785,530,169,874,460,975,296
620,601,797,276,128,952,290,822,125,93
146,277,105,870,965,501,609,632,662,393
890,151,374,523,807,260,897,679,291,380
524,428,446,298,987,277,81,756,997,499
547,717,568,657,464,363,622,759,176,753
810,47,227,398,664,41,996,163,63,836
115,304,590,916,223,858,810,269,174,49
971,426,664,173,266,374,659,350,506,827
502,955,433,214,564,628,651,768,978,44
960,498,731,791,716,167,829,79,604,978
670,805,212,981,795,814,527,740,493,590
405,993,709,144,630,283,531,151,543,124
531,210,280,587,652,694,908,453,672,37
505,680,31,299,169,473,806,979,219,830
918,432,831,841,352,734,247,400,808,182
323,89,382,587,827,903,726,955,697,617
234,152,821,611,787,659,329,753,561,101
430,256,990,276,601,403,923,302,21,550
966,814,826,188,244,413,453,626,190,732
434,920,850,470,189,717,999,907,651,312
789,185,793,600,19,283,710,620,426,600
184,188,639,267,290,890,949,312,975,455
794,798,521,646,401,227,105,516,59,778
894,159,442,167,899,300,963,848,980,184
946,190,766,663,518,134,406,497,953,134
652,355,205,253,226,590,265,544,79,77
972,397,448,862,897,102,843,939,52,462
719,741,384,49,703,225,898,708,53,802
175,435,283,988,35,169,357,937,438,145
872,729,797,563,617,860,942,870,499,431
197,871,231,522,671,503,905,190,496,840
968,355,451,692,637,457,134,751,598,944
491,431,175,193,896,192,839,793,645,651
841,736,215,245,112,426,178,848,24,774
539,886,326,487,11,805,430,598,586,725
233,400,875,227,338,73,756,619,204,400
279,152,171,530,397,850,172,800,914,690
384,433,815,642,212,493,61,32,248,968
402,631,355,885,862,132,323,254,147,836
922,594,298,259,935,570,32,771,836,328
763,781,950,10,284,137,42,83,961,44
783,270,682,210,484,967,774,26,390,797
564,354,336,907,318,481,178,794,827,935
774,943,675,332,349,514,820,697,920,786
621,98,882,603,377,767,372,793,390,963
48,182,600,109,875,188,206,203,88,136
642,394,498,121,723,209,976,622,160,216
358,422,491,923,539,334,60,937,92,181
930,148,22,626,461,118,681,734,441,892
61,705,253,241,120,65,59,406,373,791
235,440,248,21,135,137,319,176,890,771
939,715,93,806,756,619,546,874,575,18
542,51,634,654,365,664,492,786,375,886
93,723,888,717,866,559,748,670,213,73
92,551,382,786,439,488,542,379,885,462
826,594,835,208,712,655,319,824,839,290
229,392,62,757,99,163,192,86,653,576
927,796,962,145,930,706,456,695,371,981
594,346,394,697,195,651,567,757,328,380
960,108,891,172,855,142,201,325,917,929
124,310,319,724,113,960,926,517,108,315
467,692,374,789,738,712,547,898,580,774
479,801,29,536,529,302,304,974,954,466
86,95,913,949,649,218,458,994,783,169
471,404,124,538,240,848,876,912,596,742
895,963,618,789,552,559,860,293,305,720
618,681,816,308,70,17,902,822,37,264
211,698,811,19,980,146,664,134,690,942
85,299,970,59,607,841,999,392,706,319
401,40,698,437,725,488,133,156,802,803
353,39,449,927,332,134,391,584,659,93
755,715,143,190,126,455,169,745,917,938
936,137,118,739,308,155,26,705,565,766
103,28,748,367,610,160,181,915,928,263
202,508,904,130,905,677,920,108,71,616
133,594,519,723,697,879,477,758,501,418
59,60,608,239,334,500,576,695,476,430
309,33,897,942,792,359,969,211,233,679
905,752,449,800,278,570,751,408,771,551
10,550,984,185,617,224,773,505,127,194
495,425,754,224,558,579,475,198,347,11
847,714,745,564,781,289,994,422,155,230
133,814,981,748,735,568,405,61,924,836
109,529,645,74,203,341,288,515,199,989
351,187,475,44,217,571,789,339,514,508
961,831,559,906,88,721,48,276,664,433
216,264,438,187,370,935,641,638,466,232
753,898,437,404,654,910,46,347,911,177
966,621,643,660,421,300,124,663,105,517
982,318,994,453,626,376,298,973,750,766
779,588,627,146,721,987,293,501,686,275
470,789,121,559,25,706,619,273,143,854
166,571,146,897,27,297,415,326,525,318
595,592,187,720,249,742,170,730,147,175
904,973,284,367,63,485,241,524,88,470
788,57,807,652,347,628,873,933,139,248
777,745,31,559,985,127,905,483,809,889
993,822,993,613,834,470,303,745,583,306
307,564,367,562,417,27,338,693,335,424
785,155,803,57,759,626,931,569,416,969
877,880,455,301,789,570,653,356,925,924
139,557,548,731,848,281,454,373,873,359
256,555,662,852,904,529,715,202,301,350
499,287,306,645,346,61,482,256,165,662
888,80,399,426,180,573,791,392,93,492
243,189,612,803,171,226,840,183,497,52
113,429,292,27,368,178,229,945,130,270
70,216,366,849,572,592,552,486,116,480
796,585,977,440,560,602,231,621,487,386
901,50,436,344,709,955,426,407,239,363
585,746,220,94,565,137,757,649,137,812
175,436,409,459,568,16,836,328,365,107
765,235,386,482,777,458,984,641,775,357
982,522,435,936,923,513,855,871,569,328
370,666,655,249,915,780,626,927,970,642
443,876,795,386,818,598,567,563,560,531
371,385,539,202,519,447,378,186,365,741
892,37,36,140,535,339,370,569,70,759
511,209,79,875,73,168,507,486,313,424
508,974,113,853,90,852,968,249,873,964
482,899,900,832,25,822,235,58,781,373
709,254,59,454,864,736,623,64,346,622
325,912,493,984,496,462,61,737,690,445
242,584,467,360,689,223,807,893,70,362
537,385,261,327,586,872,914,441,942,976
115,805,596,743,144,237,352,678,948,265
462,667,156,961,203,336,453,698,204,896
327,125,33,368,528,602,628,824,336,90
386,368,626,331,210,191,88,65,50,859
453,831,220,950,465,46,857,613,698,290
508,377,686,972,307,303,912,902,189,930
322,454,957,54,528,879,337,719,113,397
403,486,878,55,426,799,923,249,224,125
362,784,292,932,60,668,413,304,648,444
551,594,289,394,857,133,878,205,174,198
161,379,129,841,45,273,351,628,748,381
681,740,254,629,307,212,582,175,177,529
705,474,934,353,937,108,719,827,361,43
711,229,168,665,653,742,172,167,119,253
264,884,518,463,32,898,256,982,232,334
376,278,60,269,424,749,87,431,91,527
596,983,648,564,892,401,357,770,195,884
544,347,251,728,389,89,352,222,466,464
93,602,959,561,398,939,319,989,630,966
731,662,423,500,942,15,928,157,763,615
617,530,573,668,845,178,31,361,46,322
409,131,167,308,778,934,669,660,907,256
537,708,904,618,241,488,825,999,505,431
334,134,967,883,25,303,642,95,435,670
355,310,638,113,348,523,603,85,641,705
434,406,827,484,792,963,425,902,170,323
153,732,540,596,960,468,226,722,956,107
67,414,745,598,408,12,554,755,939,614
522,161,345,840,662,89,41,738,826,308
277,957,744,504,529,607,782,711,930,491
414,469,162,652,720,559,943,942,82,580
619,539,226,479,354,16,935,413,577,688
85,888,643,483,282,637,205,391,225,269
634,549,364,756,651,16,299,352,609,663
910,988,278,528,655,198,551,306,767,724
189,519,649,959,284,859,831,72,673,804
682,88,997,580,598,29,749,150,384,529
17,589,340,710,570,715,161,16,115,782
26,458,226,989,576,751,886,610,298,479
426,240,42,416,850,764,154,258,569,462
970,134,37,297,641,541,905,606,533,619
400,617,962,708,103,239,823,515,219,643
78,566,229,902,481,561,82,833,871,324
320,789,199,491,206,746,170,173,796,197
370,772,194,611,778,164,254,590,853,583
450,890,979,707,410,608,723,378,939,116
738,94,972,726,966,415,802,356,116,531
200,718,164,699,60,715,803,295,764,30
268,491,809,436,111,552,92,417,919,454
357,63,274,421,889,859,354,448,77,722
801,909,267,521,670,113,774,439,664,422
97,105,128,991,345,749,158,395,296,973
995,924,933,372,859,547,373,626,370,77
654,766,326,854,808,478,135,929,365,547
24,304,441,511,551,871,774,353,153,353
968,349,47,525,83,137,526,828,353,325
347,550,787,242,812,365,256,474,435,528
193,327,27,592,723,155,863,302,754,116
439,451,794,592,43,315,956,614,980,989
806,81,897,385,430,714,917,299,289,456
201,725,654,292,857,142,21,794,396,684
483,624,368,395,719,806,832,941,584,646
420,393,244,875,604,778,644,160,247,369
10,581,797,444,447,678,778,725,611,614
769,189,582,590,945,202,183,762,740,461
357,591,285,580,18,594,814,454,60,716
700,960,344,426,402,80,268,404,931,41
714,138,286,731,445,254,438,116,491,617
885,84,13,604,25,353,401,819,697,493
89,382,293,183,48,85,310,951,975,365
337,896,434,516,537,742,637,709,205,791
575,551,589,521,251,823,764,495,50,60
931,473,764,719,316,45,494,37,689,623
874,567,446,765,800,889,293,811,850,775
450,176,553,845,632,851,741,759,642,207
298,790,145,765,589,625,201,390,321,197
223,515,919,238,877,140,886,308,245,57
928,203,992,798,474,201,830,843,499,991
642,144,868,549,727,631,437,861,946,620
316,283,531,189,843,780,861,78,202,147
681,160,935,608,843,531,632,222,364,341
232,664,51,192,100,481,844,379,835,944
367,744,789,426,896,627,577,645,605,96
532,549,649,73,903,818,18,533,327,303
533,363,256,415,479,293,18,745,710,362
617,923,330,751,763,594,976,973,79,52
179,211,662,840,296,786,647,568,349,623
256,717,536,734,560,286,566,232,644,211
528,694,751,442,578,560,650,838,643,95
956,652,139,27,383,609,398,966,666,750
472,995,258,734,746,880,139,108,903,147
159,933,941,154,740,258,843,633,268,119
542,859,400,317,340,568,93,99,558,130
985,482,776,831,586,760,855,617,390,655
155,896,837,386,110,181,451,785,499,588
764,516,214,805,535,261,915,267,784,763
628,906,512,907,255,962,246,225,740,170
609,938,370,670,853,995,697,269,937,208
257,640,542,439,387,135,447,595,365,259
448,153,188,502,105,225,580,944,664,246
814,680,379,960,146,737,555,852,698,632
491,546,308,664,149,393,426,616,740,849
902,227,709,860,581,602,454,543,685,390
924,731,673,905,784,74,150,307,257,48
404,514,691,941,833,720,397,740,535,708
821,331,916,652,336,231,827,378,482,266
49,672,226,30,863,447,812,257,127,179
489,39,560,331,674,927,149,694,750,687
527,371,780,408,531,153,761,27,47,791
210,105,743,376,64,384,895,348,157,583
697,729,675,984,717,702,102,713,220,130
618,144,64,765,943,536,415,386,458,432
299,152,672,239,53,402,186,825,972,646
913,134,161,398,411,769,971,628,940,337
19,464,117,343,502,550,912,894,216,335
493,461,979,119,44,851,422,579,282,563
122,977,419,17,153,121,901,396,420,506
429,667,283,253,805,945,863,925,729,861
30,269,619,659,838,150,368,434,310,441
618,256,988,129,184,771,332,455,152,362
750,575,497,321,841,300,307,990,485,962
184,279,933,910,602,428,759,221,562,731
697,795,678,422,306,218,268,523,924,843
887,425,217,235,448,900,989,487,844,732
95,929,263,380,381,796,399,122,546,564
175,867,502,508,640,355,931,729,678,478
448,798,933,499,323,513,652,28,650,154
51,656,130,502,419,844,968,912,804,171
560,635,639,700,997,766,215,88,171,716
987,489,308,653,299,344,556,825,916,154
687,865,529,334,809,572,388,155,484,551
307,722,591,75,901,83,651,105,60,834
268,920,573,591,719,536,366,906,470,113
919,376,582,641,863,20,700,67,16,393
858,888,657,155,156,62,496,963,99,570
819,384,723,466,599,588,100,941,425,80
365,528,419,567,432,760,320,496,201,821
422,342,93,83,869,993,560,861,205,643
782,418,358,444,867,410,771,930,70,511
514,861,250,180,765,618,388,463,91,617
306,408,680,449,859,590,546,706,343,68
350,517,674,728,523,658,947,488,391,408
271,436,144,487,953,478,282,150,354,260
801,303,440,673,54,130,354,361,80,118
647,366,993,484,378,594,210,507,584,892
950,403,751,257,789,510,72,997,953,497
221,748,287,142,279,212,342,443,638,117
479,353,720,710,943,753,648,977,524,772
956,502,763,345,302,511,975,601,939,44
957,566,424,174,184,834,251,427,767,177
477,406,299,448,785,254,227,230,842,55
89,308,981,652,555,617,995,918,752,134
198,812,690,37,168,570,308,85,662,647
654,442,993,869,50,714,99,355,372,630
80,781,415,918,977,851,343,382,716,981
483,192,485,246,217,742,403,48,69,165
432,773,185,317,67,868,860,128,955,957
238,781,842,388,282,230,750,470,672,781
422,960,87,832,743,158,375,301,474,541
727,245,932,969,399,10,933,301,988,114
311,29,163,896,15,233,97,754,664,388
311,660,724,364,135,279,225,120,777,523
694,770,204,337,185,581,357,854,978,332
274,779,22,408,570,37,136,593,18,124
408,150,599,812,899,20,752,646,429,530
497,447,637,676,717,216,599,269,153,185
553,466,139,24,708,243,652,542,364,505
574,412,371,825,401,15,449,40,42,859
226,991,498,362,523,229,90,87,563,276
237,81,664,911,523,199,150,272,655,736
837,125,109,242,869,317,679,158,414,922
801,574,290,809,970,58,163,967,444,600
395,330,823,947,456,764,468,803,507,244
296,251,66,211,558,871,742,851,540,435
983,638,953,908,541,488,321,338,763,482
685,325,728,655,607,530,525,604,457,854
461,438,231,130,878,419,904,193,560,915
90,62,846,644,435,911,319,409,436,274
661,39,162,49,583,736,826,396,214,241
380,976,297,281,889,185,525,391,408,118
147,804,195,869,490,818,733,297,571,48
574,748,442,382,174,16,900,160,134,917
179,436,452,939,716,39,507,99,964,185
624,720,602,414,78,329,892,811,114,592
238,484,481,100,239,997,803,410,97,114
788,439,587,718,246,524,772,873,891,165
466,801,385,234,493,982,728,28,592,600
539,742,345,523,487,326,688,904,162,369
907,504,271,946,803,923,489,669,47,98
355,413,620,488,706,293,777,297,375,984
614,112,64,918,481,719,914,600,493,969
818,659,825,466,975,756,844,345,755,972
176,555,576,491,606,448,101,780,106,303
933,625,131,449,591,958,441,372,291,600
106,625,60,357,564,403,841,973,299,109
477,324,161,283,395,967,234,961,424,33
88,824,191,633,383,791,719,838,933,885
125,977,638,779,968,234,883,245,759,261
543,678,837,712,739,807,45,95,695,579
331,577,593,776,393,155,511,410,249,307
710,695,20,611,986,248,846,505,828,948
468,147,388,427,930,380,131,602,56,94
245,942,177,931,662,726,940,335,383,998
555,524,784,264,884,559,995,635,768,806
674,618,521,876,447,703,788,862,858,868
498,200,35,750,933,639,878,294,971,494
793,998,956,118,790,950,249,366,965,782
446,786,877,717,671,865,258,943,931,32
524,898,203,183,994,160,866,947,198,507
850,341,444,840,604,466,946,957,529,760
127,970,711,500,945,277,700,311,390,602
257,332,446,139,932,228,135,913,900,997
847,504,176,239,924,586,961,234,849,559
70,346,613,460,971,247,281,433,739,175
792,511,856,14,16,232,159,324,91,506
559,615,900,388,444,602,120,969,267,384
495,153,420,119,224,428,869,370,805,654
863,30,634,217,773,323,529,801,731,271
944,592,465,353,409,46,16,150,967,369
812,498,21,359,481,104,801,856,479,721
668,142,219,734,72,557,695,823,558,634
636,423,208,38,677,562,560,267,403,231
932,671,703,289,378,304,622,890,101,184
651,951,503,693,786,353,413,962,185,876
698,446,598,436,24,284,670,44,531,499
913,29,14,12,734,365,527,732,162,27
281,452,497,933,408,238,453,829,958,308
826,848,762,710,832,473,216,971,767,494
13,93,504,162,227,985,389,559,757,392
486,31,692,259,652,718,851,557,166,948
514,257,863,281,147,576,825,705,89,521
681,623,77,911,405,409,630,256,413,275
576,495,261,90,215,730,470,380,263,48
322,991,787,264,502,906,638,620,777,248
157,749,159,551,478,496,176,230,707,973
826,345,938,974,251,458,321,626,279,854
18,831,926,106,720,107,539,300,221,460
897,860,312,406,196,390,552,144,267,467
671,684,196,59,469,744,882,455,725,164
256,401,191,667,778,82,746,271,558,197
483,562,755,287,778,288,160,630,932,580
421,97,959,519,784,764,747,717,414,481
922,63,193,896,301,200,62,112,100,798
615,153,823,247,145,678,12,133,754,365
760,922,645,688,665,357,287,10,532,168
970,490,38,506,856,196,234,933,480,507
643,97,559,604,313,331,373,306,26,700
342,419,495,738,748,638,281,825,942,746
567,820,542,745,70,488,192,369,406,706
927,274,612,853,441,876,278,987,72,531
316,15,120,813,807,43,604,953,232,247
552,794,482,212,820,855,778,853,751,997
889,608,483,199,154,883,27,611,817,461
905,739,614,358,481,909,763,521,59,851
267,717,512,682,283,595,526,455,906,312
881,380,927,24,737,347,279,635,440,265
244,116,266,722,45,686,915,811,975,443
31,57,749,23,794,818,450,387,24,706
765,408,909,197,432,218,490,597,291,423
669,193,116,185,52,85,824,280,346,449
584,813,978,948,296,793,452,611,555,414
69,508,88,601,498,193,336,29,727,674
924,548,855,43,528,547,28,859,256,65
100,51,934,160,754,290,781,797,871,789
214,747,20,832,978,691,279,936,51,633
426,215,803,118,740,841,488,431,609,854
450,867,315,252,779,490,466,731,944,317
398,284,892,668,616,704,832,666,471,229
667,180,600,702,450,648,894,108,488,942
269,134,75,513,735,996,36,125,375,811
707,980,862,938,970,573,98,751,869,981
101,41,32,236,887,841,251,539,347,692
62,499,24,291,892,656,973,689,100,913
572,169,627,855,550,215,383,292,63,445
221,324,112,850,673,435,616,467,641,72
963,286,92,205,219,616,723,759,927,621
728,383,733,862,850,403,395,539,984,790
929,238,112,276,72,771,600,563,928,825
149,637,243,529,430,117,879,472,656,83
459,136,656,139,769,459,126,861,52,403
687,207,598,769,76,101,637,790,309,635
486,781,935,491,596,488,708,564,298,70
32,495,223,554,978,868,635,979,42,917
211,355,861,75,169,16,851,15,950,379
933,209,512,540,98,592,731,406,100,484
485,190,705,944,329,508,262,926,766,730
882,383,714,441,596,393,669,85,552,966
171,616,973,993,219,760,191,495,112,999
354,851,247,794,449,958,917,659,474,347
667,343,764,322,640,779,654,298,452,313
132,557,526,221,878,461,943,851,819,543
924,586,613,497,723,579,630,831,555,894
197,895,102,684,713,107,364,915,218,594
261,990,261,832,417,276,85,726,181,940
662,170,92,742,832,473,902,356,858,305
268,456,872,200,727,267,917,500,919,483
572,311,34,307,943,882,230,163,25,868
322,237,272,185,496,759,542,591,420,908
548,703,626,119,684,236,177,601,675,564
903,106,658,442,721,995,642,425,679,779
477,734,369,748,719,523,52,197,728,504
394,697,783,93,646,243,419,629,857,336
92,138,324,507,957,699,564,385,484,795
732,376,99,982,332,320,382,994,613,308
186,891,233,752,28,977,397,573,272,587
749,749,410,813,429,564,518,406,50,538
375,59,134,523,453,871,604,496,569,202
841,764,887,288,35,571,236,499,679,861
764,865,47,476,259,964,861,35,349,515
639,160,736,206,696,251,754,475,924,706
865,597,228,58,702,269,93,842,328,737
466,923,558,606,695,307,376,648,803,527
79,801,950,462,221,552,131,709,852,513
889,945,16,348,378,70,209,742,262,20
915,443,928,425,622,533,152,238,867,121
38,360,377,454,81,817,537,603,161,725
14,85,691,978,705,295,77,403,923,706
325,10,67,555,672,559,586,405,407,156
709,481,378,360,883,633,414,290,437,706
898,72,683,137,728,658,93,517,909,472
773,743,362,465,724,119,395,111,306,52
145,830,709,511,630,346,205,643,366,975
661,861,178,689,333,408,182,851,810,252
501,968,145,853,156,286,585,844,332,50
991,331,710,829,948,937,626,355,991,635
321,721,910,431,38,460,596,137,979,820
851,935,92,643,802,961,751,107,302,183
211,401,365,377,597,10,94,941,63,871
34,614,781,713,304,958,515,790,516,621
130,846,218,339,406,269,324,759,963,720
226,582,699,869,363,276,126,530,367,945
27,308,741,632,228,576,359,734,770,411
73,97,371,347,976,148,214,119,292,165
151,346,115,687,969,834,717,526,660,773
712,186,578,419,708,384,327,127,697,31
40,661,177,165,664,911,735,946,126,409
407,943,471,142,76,323,906,233,887,106
720,124,959,831,88,381,506,409,247,797
953,502,270,329,230,401,387,45,133,39
149,761,684,732,821,113,238,624,452,86
757,757,836,913,424,594,178,958,210,372
52,937,297,45,159,906,247,720,335,927
854,469,27,329,851,708,779,48,672,95
274,52,351,714,701,595,444,67,597,946
869,147,690,464,372,669,907,331,496,809
687,587,97,820,897,762,532,945,159,897
302,165,709,416,20,196,752,452,378,128
592,565,708,500,868,886,273,544,268,168
802,87,121,282,50,202,20,216,713,842
604,45,924,873,339,854,332,855,359,269
902,414,886,289,16,514,901,83,538,445
150,739,614,309,493,741,965,149,524,737
175,196,215,500,623,369,573,811,73,270
156,900,549,201,99,88,469,826,710,599
