Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9
682,615,705,359,763,53,86,857,948,473
501,961,243,724,878,474,248,933,845,616
630,877,53,649,452,880,155,938,850,290
139,467,855,741,638,670,466,470,517,655
249,595,80,256,66,122,63,120,837,52
231,658,214,948,341,21,172,440,876,830
73,16,175,20,373,346,896,372,902,345
663,821,276,523,983,664,647,464,52,878
504,10,605,825,458,51,141,285,854,804
845,244,439,243,58,205,499,448,144,705
960,892,652,578,423,441,541,470,594,361
739,979,515,397,149,694,333,955,472,117
26,548,443,611,149,407,812,435,525,986
707,637,73,982,319,447,617,924,424,876
183,186,982,769,546,505,408,249,544,385
148,890,413,961,78,48,416,946,999,674
782,725,698,698,10,855,997,958,999,193
545,790,930,655,409,690,363,908,559,624
911,944,669,256,682,739,227,615,100,67
196,513,517,22,849,321,160,793,723,158
712,14,983,253,884,322,329,508,450,401
889,482,102,927,997,357,233,802,322,739
391,135,719,144,765,80,313,900,140,771
98,206,335,409,517,488,821,738,74,402
34,632,823,458,859,834,487,917,825,423
776,411,704,336,278,263,461,546,736,529
563,741,671,100,941,278,21,213,197,829
40,890,89,500,101,933,837,941,844,404
245,665,415,301,559,36,500,526,769,16
843,350,93,620,98,30,675,978,653,398
948,738,488,957,545,454,421,213,558,24
677,588,529,481,55,391,473,274,214,603
299,333,201,977,684,979,228,770,693,158
925,434,670,284,363,304,865,654,935,500
641,297,834,585,52,497,866,243,499,657
59,304,865,187,712,220,862,36,659,141
389,965,714,569,467,519,457,168,787,97
668,440,160,535,402,239,659,407,816,801
116,445,263,995,353,491,891,339,805,12
890,101,590,12,542,140,724,714,588,27
447,443,160,155,630,601,464,529,110,836
460,225,84,11,190,186,218,231,981,495
986,723,449,795,88,70,392,967,192,662
624,373,258,445,694,660,854,242,766,620
254,923,16,160,215,117,334,388,609,334
952,196,31,783,574,819,66,856,820,980
549,935,383,199,89,559,164,199,674,589
970,565,100,94,407,767,227,970,752,68
814,68,317,405,710,858,639,304,114,548
514,655,257,318,897,390,839,228,773,284
395,379,985,68,653,227,824,152,931,527
738,459,884,260,680,265,643,896,901,168
916,46,127,678,676,325,17,770,80,788
977,141,54,411,233,861,815,801,374,684
331,98,218,981,455,339,255,562,519,188
242,26,112,820,152,647,585,363,901,68
756,548,621,700,139,158,688,449,551,41
711,960,523,521,477,789,613,823,129,862
57,424,226,740,21,490,701,204,785,354
547,964,149,891,104,218,141,175,291,747
668,631,132,707,379,733,860,246,58,302
360,99,712,364,988,523,43,174,472,11
349,652,459,936,585,294,120,355,451,889
584,997,335,587,44,973,523,48,225,705
883,52,885,961,130,747,479,12,652,501
445,13,349,697,896,204,230,127,458,426
258,144,605,475,860,252,927,997,706,154
793,699,385,317,706,828,262,771,790,414
906,736,422,51,831,632,491,247,876,567
538,162,329,913,73,825,361,580,667,733
243,237,595,496,735,651,832,894,848,536
95,752,895,165,565,964,360,123,937,763
292,674,292,756,875,544,883,411,805,167
241,294,392,233,708,938,942,765,547,245
208,194,98,840,288,744,404,17,465,523
182,82,752,267,615,156,325,373,511,692
446,932,129,387,518,403,689,198,167,412
939,522,11,409,765,386,265,282,326,851
438,401,632,103,706,345,465,706,554,145
822,274,53,144,91,306,120,749,432,57
965,78,65,887,547,88,623,467,524,926
835,620,661,741,639,302,956,749,403,128
493,292,822,205,374,907,350,929,258,854
460,650,395,42,781,851,956,239,865,218
448,904,288,804,823,474,671,742,225,166
652,30,692,651,643,587,588,542,60,205
78,105,187,315,573,202,50,713,357,353
66,776,556,693,640,942,853,355,294,905
706,853,189,762,505,313,773,32,363,201
773,31,235,347,121,726,291,131,243,666
718,654,112,575,429,893,117,842,726,715
583,792,828,109,514,832,64,715,272,148
825,13,595,639,781,237,208,897,731,885
256,131,766,88,718,756,948,631,638,311
588,754,304,677,388,277,809,371,672,772
336,16,875,887,290,134,584,502,635,229
122,976,787,635,849,316,832,964,310,761
919,760,979,103,480,650,768,403,287,717
171,825,356,133,250,882,272,139,168,166
925,148,424,514,801,740,947,144,777,571
399,964,360,544,85,340,148,969,163,704
225,837,552,488,241,99,492,534,861,310
731,803,421,605,955,939,406,962,924,582
162,984,79,337,851,396,973,656,298,220
866,623,421,463,208,572,266,300,279,445
183,642,588,512,251,303,689,765,943,420
426,650,229,644,22,555,143,37,623,70
490,415,910,91,482,543,304,946,938,825
285,613,598,398,918,911,753,952,717,35
775,165,81,817,611,799,676,511,259,55
49,925,32,411,842,903,330,650,379,684
329,813,348,984,170,856,964,60,641,326
117,535,762,127,122,617,186,14,107,863
618,935,85,659,196,857,497,80,508,935
354,743,325,974,728,672,26,336,119,156
985,820,787,826,622,686,779,618,379,253
481,733,943,365,964,487,683,572,844,579
544,587,300,947,266,250,957,378,85,64
337,979,349,607,868,944,665,742,603,196
859,286,405,626,165,31,963,527,524,194
583,936,559,860,376,370,517,306,786,423
504,619,97,931,555,784,456,15,757,876
93,265,704,787,933,777,125,170,196,126
189,822,304,743,691,343,229,734,306,455
921,471,201,161,942,11,191,644,791,511
437,777,505,196,522,819,681,977,65,306
828,295,59,136,366,656,673,685,21,214
762,817,400,370,146,72,676,963,538,339
613,913,72,506,689,577,579,383,533,213
481,764,948,890,502,157,367,610,440,735
84,836,684,102,837,808,351,779,904,860
247,637,232,235,785,777,144,23,239,712
572,355,612,257,108,472,283,816,912,474
455,906,756,659,965,886,773,169,325,104
299,223,242,687,59,98,181,648,159,83
544,979,326,616,249,619,356,276,694,209
301,855,983,18,84,412,548,909,784,109
679,765,612,873,282,38,283,342,754,866
419,668,903,28,621,126,946,11,278,387
458,472,177,420,152,843,804,886,777,170
913,635,793,499,189,907,24,276,874,520
56,682,152,332,715,713,797,806,845,166
381,682,51,123,353,693,33,117,728,485
178,239,410,326,438,29,607,462,550,74
147,541,449,761,276,112,174,128,132,647
340,99,98,386,865,698,864,887,140,844
386,673,80,990,270,142,586,525,121,976
766,588,591,838,219,774,490,244,936,242
600,883,925,497,669,173,934,333,843,823
114,814,288,952,940,222,409,224,798,923
121,685,144,20,449,492,730,543,966,762
725,937,385,546,18,365,229,170,379,991
486,531,914,168,436,397,462,143,142,796
739,983,382,970,979,21,69,260,878,883
634,315,733,682,358,861,473,914,454,635
645,236,643,247,356,677,147,964,832,772
912,404,94,960,959,182,841,959,36,600
719,582,805,508,512,99,920,465,266,196
19,22,99,775,772,78,861,450,538,568
763,662,322,218,340,783,671,929,242,225
394,27,740,914,483,774,166,142,489,894
216,173,660,294,199,334,154,523,433,126
496,867,253,942,75,192,711,11,940,881
479,145,195,398,736,109,242,654,155,505
611,88,686,431,745,23,186,44,922,870
49,834,32,928,412,379,564,347,226,90
350,226,187,783,227,808,260,608,931,272
94,32,609,684,741,934,838,314,347,566
612,939,509,949,678,990,238,448,69,820
416,677,833,38,390,312,641,822,143,240
719,693,329,565,609,540,66,321,919,694
531,356,872,397,385,353,784,745,748,743
583,455,576,142,501,59,333,906,760,689
120,826,395,160,517,821,323,30,260,331
865,226,722,404,350,335,206,253,755,455
99,574,462,210,353,995,169,246,439,806
327,535,67,302,685,654,449,656,830,352
875,483,364,512,724,322,714,490,780,494
502,256,749,397,738,222,436,731,930,561
749,371,52,856,87,371,822,314,305,665
437,389,658,824,532,92,853,550,374,76
714,385,855,139,365,785,147,172,840,310
776,861,69,25,379,161,941,954,28,544
84,359,601,890,285,13,861,498,971,401
725,694,776,26,568,694,583,107,997,141
744,195,588,223,943,661,328,768,965,786
748,277,366,372,877,988,851,979,938,827
757,323,470,252,284,930,795,83,101,169
653,402,321,367,357,741,147,308,230,733
242,509,514,659,845,384,17,348,564,637
256,917,631,554,910,885,617,165,760,591
591,718,24,655,374,243,498,693,27,268
836,630,541,748,919,105,678,687,424,262
18,366,563,656,294,80,115,668,459,768
329,866,458,798,960,970,436,737,196,657
946,376,332,379,981,333,477,18,230,633
307,917,331,162,366,488,803,830,80,565
225,471,142,505,372,577,412,547,518,324
509,201,785,781,320,889,223,856,146,379
316,553,656,913,273,496,450,547,331,397
781,594,273,671,461,698,892,643,742,471
426,643,180,814,520,177,682,546,754,61
879,298,448,291,540,449,626,414,497,238
331,211,462,239,475,756,477,29,884,784
786,354,686,461,175,93,380,973,832,261
502,178,36,762,420,723,19,273,436,384
837,580,478,372,117,920,986,746,921,98
399,439,801,393,207,854,621,27,187,865
826,492,366,506,875,678,366,836,916,313
86,825,558,597,563,243,982,844,603,478
172,629,711,232,605,892,757,933,578,184
204,839,996,664,871,932,49,391,844,659
896,68,487,120,868,262,756,205,143,78
628,326,511,889,218,22,523,26,992,53
691,245,621,880,408,959,800,811,978,794
359,297,732,245,170,97,513,306,997,513
748,148,270,490,825,821,382,74,304,802
95,620,86,350,576,918,381,747,279,139
618,726,432,477,772,500,197,151,948,91
416,455,995,518,904,723,346,454,439,441
156,40,238,686,999,910,266,53,295,159
760,343,453,23,123,899,442,506,286,935
970,439,401,550,290,734,302,708,831,832
673,20,417,925,995,197,288,891,545,235
969,411,973,283,710,840,337,846,823,307
730,709,328,199,834,700,779,929,514,542
310,125,839,740,974,747,652,481,129,703
56,663,658,649,688,180,221,42,368,175
719,929,826,109,55,647,33,170,439,380
212,182,22,117,287,429,559,224,765,624
687,365,550,218,967,968,994,213,756,544
550,911,261,310,556,934,95,501,22,240
814,417,918,411,784,463,731,647,285,294
230,644,707,202,888,47,769,307,358,871
655,163,673,281,945,494,769,717,747,950
999,388,123,301,22,454,438,572,766,143
687,68,899,945,438,826,696,341,56,489
49,60,940,744,984,67,487,982,365,497
468,238,981,870,218,708,291,122,198,940
356,918,812,928,143,707,929,552,648,378
588,649,457,522,13,603,241,721,324,65
837,167,315,540,247,770,622,679,362,230
50,251,550,261,830,792,177,272,671,959
998,456,273,42,522,429,789,288,217,228
695,531,775,500,650,24,11,615,632,227
848,619,437,560,876,727,579,331,43,138
473,251,845,438,51,259,535,166,645,162
390,815,416,358,645,414,606,103,478,598
275,355,250,864,101,907,221,821,818,555
79,362,466,55,976,410,27,220,818,925
363,209,543,165,154,278,280,724,269,709
426,760,619,856,396,895,542,500,691,681
269,935,423,810,501,984,518,839,343,975
976,22,651,366,234,17,790,190,596,403
256,139,778,974,48,426,813,253,480,800
212,814,107,389,935,181,65,648,285,275
669,936,904,828,725,601,311,758,390,288
886,942,417,164,495,388,580,627,877,202
346,844,307,232,19,451,785,26,782,617
570,767,168,924,241,102,525,38,708,210
516,46,466,971,41,803,832,90,797,306
530,675,69,787,563,818,951,267,174,918
323,480,482,506,881,996,987,807,866,652
861,708,640,797,830,127,706,832,276,834
887,340,372,990,608,149,332,553,403,154
593,723,545,58,28,549,473,353,650,992
364,266,199,147,217,861,840,787,653,460
716,137,270,142,811,955,718,726,25,493
397,925,146,893,927,339,497,776,822,320
165,267,674,961,424,40,270,448,624,888
881,208,998,858,263,480,354,361,423,189
363,614,165,325,983,678,798,447,477,42
532,352,152,699,378,252,902,382,229,628
665,118,235,697,137,671,282,118,679,188
380,560,522,594,425,985,944,724,353,411
835,823,84,906,27,815,59,929,487,151
926,91,998,518,514,843,969,219,247,373
271,435,910,131,716,532,344,479,255,649
637,971,291,347,883,505,925,26,292,258
822,634,254,54,641,645,447,802,357,404
143,938,620,396,689,746,477,956,252,435
746,51,430,661,83,698,988,383,382,604
22,344,104,221,669,525,424,868,796,402
737,375,312,922,480,570,335,28,97,385
676,406,956,880,685,728,979,896,117,28
291,625,322,330,876,624,457,667,944,513
84,590,937,244,629,664,507,554,877,916
58,921,266,297,363,449,161,577,111,123
41,822,446,624,95,653,254,926,680,717
520,487,911,365,331,851,358,302,235,912
539,463,404,457,971,552,645,374,628,456
896,192,433,173,374,685,715,200,124,550
862,486,305,17,815,317,671,257,357,782
979,100,315,974,96,308,653,264,316,147
218,830,799,135,875,701,914,174,400,612
583,291,605,851,241,30,363,874,53,864
508,953,355,775,255,756,397,671,637,33
804,52,34,741,653,277,470,89,493,19
95,111,595,58,517,455,694,689,829,856
149,110,969,998,137,120,90,696,90,73
430,637,51,889,194,94,500,723,367,64
197,818,856,13,547,248,865,256,734,190
546,350,205,167,197,575,353,827,956,296
943,498,864,864,172,402,885,228,703,686
856,464,981,626,521,78,539,444,155,503
620,686,982,228,935,952,709,56,793,995
455,597,71,73,707,926,290,419,147,928
363,177,264,756,431,326,594,161,367,585
251,455,691,966,871,962,939,686,866,513
546,787,277,592,754,563,483,911,13,241
925,869,938,125,416,917,272,323,62,695
745,943,680,477,235,175,426,946,934,766
664,684,503,203,450,936,449,196,839,773
439,109,67,657,284,725,792,944,521,696
249,412,426,978,28,847,99,165,356,700
989,392,478,167,740,869,354,86,114,652
897,566,702,386,802,256,514,542,760,56
953,473,552,212,781,17,549,10,967,550
774,823,811,91,284,839,915,733,806,838
255,883,222,595,483,992,166,840,14,991
212,453,360,665,127,623,821,185,600,950
550,330,738,381,940,419,91,921,84,460
666,778,760,120,955,736,652,332,95,192
336,492,984,724,779,807,841,732,94,663
311,64,29,948,561,765,563,179,271,415
140,956,952,450,641,854,39,147,300,355
453,416,84,356,898,223,403,660,696,434
802,890,220,977,774,726,401,130,66,365
889,286,950,360,848,675,102,77,283,892
807,173,894,229,283,635,575,105,944,566
143,834,593,396,596,297,804,278,228,923
237,653,987,676,57,420,854,542,401,455
223,413,19,575,48,273,703,170,262,607
37,227,373,776,315,563,220,892,953,321
248,810,535,760,683,139,522,916,670,509
336,743,237,533,974,309,113,355,478,25
949,67,432,705,115,550,299,745,953,776
497,695,976,518,677,620,33,466,54,813
922,965,954,316,116,718,454,551,919,403
471,718,801,680,593,46,461,196,157,471
859,456,357,835,514,407,403,877,993,18
988,367,353,123,318,112,842,878,804,667
564,540,67,896,129,342,207,303,511,445
218,423,510,145,315,976,310,393,272,271
720,708,983,723,782,799,897,927,736,505
821,325,514,240,147,756,320,347,102,842
24,787,94,19,487,922,760,830,713,990
194,356,264,82,955,399,356,446,986,52
458,944,314,855,471,956,761,61,53,870
609,700,787,706,564,831,725,60,945,977
63,408,450,727,72,143,466,163,372,398
69,813,788,708,445,440,408,395,155,608
849,788,78,990,755,215,551,749,565,59
837,45,999,243,712,971,531,253,166,854
882,93,90,128,58,77,257,501,618,131
994,309,366,624,459,632,544,247,643,679
656,904,16,339,730,939,139,177,396,257
903,286,468,415,143,701,137,978,475,191
806,79,683,509,436,164,730,417,897,480
910,415,778,56,609,66,463,415,637,809
156,516,164,783,522,705,518,321,385,125
997,944,406,403,747,21,357,85,265,246
842,636,399,898,486,711,113,647,195,732
687,384,910,146,987,634,400,116,658,958
345,151,788,156,440,443,700,869,260,148
259,666,398,747,215,881,619,206,537,804
514,360,893,746,765,367,197,221,795,464
788,353,291,637,62,917,773,647,796,912
346,754,34,512,826,190,221,697,139,656
435,955,691,403,823,513,939,192,321,472
880,293,942,745,142,415,261,210,489,641
726,301,731,909,455,731,329,130,494,112
779,663,258,559,360,798,493,792,877,302
656,177,908,299,345,160,481,128,98,459
889,231,659,46,195,131,872,288,776,666
89,319,770,335,341,194,896,176,360,453
129,619,984,236,466,565,484,80,441,675
629,506,951,188,412,928,188,49,137,312
658,853,668,552,305,930,93,32,292,160
487,594,445,726,474,415,300,594,804,474
218,321,197,895,281,525,586,111,836,788
190,648,928,93,722,738,916,960,549,986
947,647,309,920,57,177,988,874,692,641
744,451,75,104,374,221,231,219,284,654
110,396,424,58,579,168,949,540,854,405
542,176,971,823,705,462,305,22,406,105
321,508,601,111,96,994,812,386,855,578
163,874,854,790,176,266,910,59,564,416
864,449,340,487,149,296,177,305,405,762
866,934,252,219,121,402,207,779,767,236
355,659,470,262,61,669,674,81,240,233
493,297,419,263,624,652,164,336,454,658
657,650,34,725,823,477,878,591,302,908
979,76,936,202,265,676,967,134,118,831
787,646,825,147,479,55,491,868,495,439
656,107,727,792,876,136,847,432,744,697
31,914,492,411,851,715,294,446,772,880
579,308,721,523,562,406,500,512,683,539
569,930,121,235,318,535,650,455,433,371
637,707,279,863,13,79,538,398,992,124
381,656,235,329,705,55,803,52,732,907
313,636,199,32,819,636,482,633,939,434
539,271,414,167,697,618,338,171,634,240
181,488,433,754,372,927,455,252,12,257
211,765,70,365,948,640,283,920,582,664
495,55,777,885,59,255,642,447,275,408
439,849,489,60,426,972,203,733,246,608
311,983,768,238,804,585,255,168,673,635
881,358,524,419,763,479,387,828,331,664
416,584,899,404,206,680,506,622,742,478
234,307,224,412,488,402,62,928,831,864
916,336,525,410,148,995,130,295,400,812
630,346,267,77,74,553,122,321,933,460
401,725,882,742,288,384,25,167,833,394
174,889,224,902,511,812,782,714,904,729
190,344,151,226,454,785,782,887,225,81
664,804,179,74,774,27,32,705,711,135
606,417,590,988,518,876,130,528,194,417
806,534,26,360,569,786,193,784,585,435
888,818,946,647,118,28,180,42,791,258
878,967,791,419,418,532,48,480,354,624
804,874,753,337,10,461,825,951,801,80
114,437,946,982,457,970,837,380,873,702
426,286,951,932,805,344,259,514,817,298
260,800,471,571,885,731,41,870,885,83
347,360,545,923,112,663,332,89,413,809
822,665,916,70,411,964,802,938,734,973
823,955,287,472,22,63,209,402,524,724
273,504,560,68,242,641,801,641,340,413
929,326,797,903,807,720,277,312,221,298
39,210,659,849,517,900,737,327,502,330
518,796,402,836,482,979,964,869,557,859
293,431,828,674,610,120,618,338,889,788
343,133,142,71,696,358,889,488,535,286
488,817,192,811,492,451,29,771,215,271
642,834,76,152,963,178,151,113,488,346
857,203,951,47,631,555,269,175,273,67
692,213,473,826,961,759,899,605,543,15
49,653,220,781,836,838,801,313,972,24
178,537,319,318,801,339,281,156,844,220
245,162,474,649,429,894,454,603,214,153
731,447,641,628,685,725,656,399,234,290
219,394,773,589,944,393,877,940,520,977
184,855,467,960,428,446,452,849,961,688
127,688,497,324,884,668,554,220,318,802
730,217,185,532,883,546,527,361,129,869
31,470,436,287,935,85,395,734,857,661
73,752,818,849,973,172,319,846,836,417
387,339,266,461,293,257,222,125,566,670
548,373,826,539,26,150,685,670,701,598
42,729,936,33,253,109,389,772,415,794
824,908,393,83,494,974,168,299,969,510
265,951,82,319,331,96,614,918,148,295
278,781,477,117,663,835,821,710,137,854
693,169,443,722,621,389,871,634,989,519
621,99,240,774,640,264,128,964,281,92
862,706,799,781,876,687,837,948,493,278
798,312,343,27,699,761,280,782,289,165
186,954,658,949,215,406,979,639,217,829
371,276,883,833,335,391,968,717,336,258
504,262,671,266,878,192,171,998,808,200
284,186,533,41,912,174,352,586,327,736
533,81,390,511,599,129,307,709,242,391
155,24,145,534,423,703,925,134,524,440
342,925,476,535,385,374,113,42,339,101
294,344,631,934,627,825,282,835,546,736
661,644,761,200,967,245,77,577,457,97
938,737,521,702,736,896,265,414,120,135
301,410,792,265,151,716,198,981,284,196
242,145,188,862,736,325,874,596,317,730
143,408,121,975,739,309,186,354,871,702
810,420,925,615,887,231,971,442,924,96
523,607,470,135,200,745,835,968,316,192
735,536,61,155,274,325,900,800,354,561
588,355,633,144,728,722,990,935,316,553
999,411,117,489,148,209,300,921,96,869
106,628,767,622,203,984,964,256,532,684
158,984,832,613,609,195,100,958,873,762
991,483,539,963,650,43,161,740,326,371
401,936,156,702,306,77,748,152,953,235
537,842,726,235,854,338,561,351,765,664
530,98,665,50,269,410,695,83,257,645
895,520,453,314,482,423,668,72,838,944
872,180,892,595,607,810,535,931,520,177
378,694,519,113,837,116,490,444,335,550
410,837,62,523,349,486,332,170,983,217
226,813,126,247,467,233,115,632,72,807
382,393,830,611,157,512,308,940,877,823
733,682,623,801,925,365,863,35,852,457
47,338,574,766,657,83,245,805,115,49
123,72,202,756,646,612,856,585,415,308
217,816,756,56,483,135,674,771,21,253
210,627,810,29,811,193,821,429,360,555
216,675,499,715,615,795,981,368,748,487
345,903,270,743,966,915,630,697,644,264
178,703,835,596,216,726,528,231,623,337
381,89,485,537,241,369,274,982,624,74
339,274,26,944,891,388,747,192,932,788
469,170,950,679,253,529,478,132,454,406
385,837,59,300,841,692,526,509,465,722
190,701,457,931,817,998,175,832,894,804
710,608,549,610,634,560,966,92,168,712
883,122,579,103,620,463,806,780,242,380
664,89,436,985,113,50,72,290,391,149
725,800,420,961,956,937,983,97,288,484
629,468,869,661,510,840,421,507,523,122
761,313,302,977,80,782,847,712,913,510
93,367,667,283,800,697,419,99,690,972
207,996,919,723,419,954,416,185,295,784
158,666,940,512,524,551,382,439,119,764
610,619,778,830,473,406,185,142,433,997
713,885,142,506,467,818,948,520,949,18
104,252,542,337,91,837,504,995,150,925
905,338,836,476,173,681,400,105,841,975
111,839,605,138,781,542,75,468,869,154
181,155,307,900,935,623,486,540,923,674
778,221,946,767,319,231,99,175,261,367
641,965,727,202,158,636,356,907,230,710
182,555,892,818,232,201,439,414,739,390
121,421,485,984,668,161,803,649,407,54
708,690,459,919,523,862,325,530,452,350
390,604,168,731,40,192,266,316,787,394
509,450,852,664,180,735,737,708,517,109
459,914,207,71,103,254,190,840,858,662
678,901,906,175,252,399,413,784,907,265
508,729,846,633,99,269,712,38,292,994
45,415,29,58,679,71,579,495,379,55
378,606,269,746,778,950,759,613,600,948
403,156,413,377,223,673,946,816,891,234
655,940,125,755,572,332,103,814,341,698
243,288,87,53,282,653,597,901,705,960
493,50,507,126,734,580,364,32,94,660
286,213,229,683,472,178,446,812,285,884
956,998,239,956,233,658,346,45,290,854
282,239,251,123,388,222,144,977,25,395
929,911,537,983,444,905,598,312,647,469
593,634,933,623,441,287,454,887,829,676
759,701,387,948,503,541,594,566,733,399
244,407,921,207,874,116,330,711,855,108
902,51,867,895,917,74,346,572,570,782
160,13,29,156,337,970,988,601,674,362
741,524,406,179,590,667,126,538,789,869
638,777,685,460,792,698,532,683,947,11
885,820,36,912,107,434,584,574,54,610
48,901,632,115,183,800,430,929,983,247
889,881,872,900,49,815,212,493,124,184
797,703,567,652,179,225,878,65,37,501
925,824,845,261,153,272,496,866,277,392
208,576,341,300,418,576,921,553,348,491
539,386,442,959,289,362,380,988,101,784
150,729,620,940,440,673,466,189,360,982
579,449,442,782,978,928,695,286,341,507
861,311,238,36,323,193,816,817,809,387
519,80,624,27,726,488,974,581,601,559
800,865,639,997,334,456,553,150,935,54
580,724,632,510,493,313,531,205,815,852
970,548,337,206,268,69,409,723,462,145
850,106,154,942,462,464,430,786,195,165
719,599,871,580,566,451,30,61,30,888
216,408,859,314,488,220,314,221,562,575
459,670,798,809,144,238,895,287,894,978
189,321,632,862,703,503,138,735,555,136
978,483,393,745,765,264,541,987,718,430
310,15,622,976,952,61,323,938,79,846
682,21,372,251,936,608,117,361,754,342
614,470,777,453,270,758,24,781,147,887
120,245,769,462,145,416,477,184,862,817
895,332,615,743,398,575,956,127,723,955
95,527,191,305,545,563,513,150,482,400
455,726,942,810,459,45,685,206,138,719
980,787,391,148,851,584,153,650,819,976
267,668,385,966,469,278,992,588,900,877
123,549,980,627,13,619,857,430,391,127
346,102,809,549,830,925,205,929,570,162
871,846,122,778,685,261,627,777,458,126
934,768,903,704,537,351,518,238,763,802
852,450,714,79,204,173,986,226,437,476
268,880,894,193,34,172,185,41,362,790
797,43,396,857,469,416,899,550,773,933
227,212,662,452,899,951,927,314,903,608
980,157,936,38,440,966,322,130,471,19
843,480,578,800,903,627,937,529,188,613
140,467,20,275,527,249,168,523,610,949
465,168,604,649,258,920,487,27,180,377
56,222,11,117,987,904,758,858,137,663
373,187,797,383,261,559,19,305,473,59
916,10,26,188,705,958,945,402,294,229
599,999,788,82,236,390,538,57,955,117
984,289,205,32,946,730,72,909,219,907
625,714,970,161,322,482,925,35,975,58
730,439,820,948,755,954,445,949,144,468
805,608,353,927,345,798,445,305,645,483
339,283,716,201,700,628,557,23,804,885
706,685,293,449,493,977,633,83,894,621
892,717,438,732,477,449,61,94,55,627
293,807,293,884,682,733,869,932,799,571
122,615,345,617,678,683,76,149,837,267
786,490,754,919,955,490,353,825,634,222
565,380,32,469,425,108,644,630,770,604
119,130,761,365,400,690,844,763,237,784
691,887,412,541,599,270,771,138,524,727
402,125,104,700,361,868,12,931,446,979
26,473,593,201,863,823,809,985,846,634
306,788,298,343,340,966,617,790,151,565
